icdcode,description1,description2
1278,Other intestinal helminthiases,Mixed intestinal helminthiasis
1279,Other intestinal helminthiases,"Intestinal helminthiasis, unspecified"
1280,Other and unspecified helminthiases,Toxocariasis
1281,Other and unspecified helminthiases,Gnathostomiasis
1288,Other and unspecified helminthiases,Other
1289,Other and unspecified helminthiases,Unspecified
1290,"Intestinal parasitism, unspecified","Intestinal parasitism, unspecified"
1300,Toxoplasmosis,Toxoplasmosis
1310,Trichomoniasis,Urogenital trichomoniasis
1318,Trichomoniasis,Other sites
1319,Trichomoniasis,Unspecified
1320,Pediculosis and phthirus infestation,Pediculus capitis (head louse)
1321,Pediculosis and phthirus infestation,Pediculus corporis (body louse)
1322,Pediculosis and phthirus infestation,Phthirus pubis (pubic louse)
1323,Pediculosis and phthirus infestation,Mixed
1329,Pediculosis and phthirus infestation,"Pediculosis, unspecified"
1330,Acariasis,Scabies
1338,Acariasis,Other
1339,Acariasis,Unspecified
1340,Other infestation,Myiasis
1341,Other infestation,Other arthropod infestation
1342,Other infestation,Hirudiniasis
1348,Other infestation,Other
1349,Other infestation,Unspecified
1350,Sarcoidosis,Sarcoidosis
1360,Other and unspecified infectious and parasitic diseases,Ainhum
1361,Other and unspecified infectious and parasitic diseases,Behcet's syndrome
1362,Other and unspecified infectious and parasitic diseases,Specific infections by free-living amoebae
1363,Other and unspecified infectious and parasitic diseases,Pneumocystosis
1364,Other and unspecified infectious and parasitic diseases,Psorospermiasis
1365,Other and unspecified infectious and parasitic diseases,Sarcosporidiosis
1368,Other and unspecified infectious and parasitic diseases,Other
1369,Other and unspecified infectious and parasitic diseases,Unspecified
1370,Late effects of tuberculosis,Late effects of respiratory or unspecified tuberculosis
1371,Late effects of tuberculosis,Late effects of central nervous system tuberculosis
1372,Late effects of tuberculosis,Late effects of genitourinary tuberculosis
1373,Late effects of tuberculosis,Late effects of tuberculosis of bones and joints
1374,Late effects of tuberculosis,Late effects of tuberculosis of other specified organs
1380,Late effects of acute poliomyelitis,Late effects of acute poliomyelitis
1390,Late effects of other infectious and parasitic diseases,Late effects of viral encephalitis
1391,Late effects of other infectious and parasitic diseases,Late effects of trachoma
1398,Late effects of other infectious and parasitic diseases,Late effects of other and unspecified infectious and parasitic diseases
1400,Malignant neoplasm of lip,"Upper lip, vermilion border"
1401,Malignant neoplasm of lip,"Lower lip, vermilion border"
1403,Malignant neoplasm of lip,"Upper lip, inner aspect"
1404,Malignant neoplasm of lip,"Lower lip, inner aspect"
1405,Malignant neoplasm of lip,"Lip, unspecified, inner aspect"
1406,Malignant neoplasm of lip,Commissure of lip
1408,Malignant neoplasm of lip,Other
1409,Malignant neoplasm of lip,"Lip, unspecified, vermilion border"
1410,Malignant neoplasm of tongue,Base of tongue
1411,Malignant neoplasm of tongue,Dorsal surface of tongue
1412,Malignant neoplasm of tongue,Tip and lateral border of tongue
1413,Malignant neoplasm of tongue,Ventral surface of tongue
1414,Malignant neoplasm of tongue,"Anterior two-thirds of tongue, part unspecified"
1415,Malignant neoplasm of tongue,Junctional zone
1416,Malignant neoplasm of tongue,Lingual tonsil
1418,Malignant neoplasm of tongue,Other
1419,Malignant neoplasm of tongue,"Tongue, unspecified"
1420,Malignant neoplasm of major salivary glands,Parotid gland
1421,Malignant neoplasm of major salivary glands,Submandibular gland
1422,Malignant neoplasm of major salivary glands,Sublingual gland
1428,Malignant neoplasm of major salivary glands,Other
1429,Malignant neoplasm of major salivary glands,Site unspecified
1430,Malignant neoplasm of gum,Upper gum
1431,Malignant neoplasm of gum,Lower gum
1438,Malignant neoplasm of gum,Other
1439,Malignant neoplasm of gum,"Gum, unspecified"
1440,Malignant neoplasm of floor of mouth,Anterior portion
1441,Malignant neoplasm of floor of mouth,Lateral portion
1448,Malignant neoplasm of floor of mouth,Other
1449,Malignant neoplasm of floor of mouth,Part unspecified
1450,Malignant neoplasm of other and unspecified parts of mouth,Cheek mucosa
1451,Malignant neoplasm of other and unspecified parts of mouth,Vestibule of mouth
1452,Malignant neoplasm of other and unspecified parts of mouth,Hard palate
1453,Malignant neoplasm of other and unspecified parts of mouth,Soft palate
1454,Malignant neoplasm of other and unspecified parts of mouth,Uvula
1455,Malignant neoplasm of other and unspecified parts of mouth,"Palate, unspecified"
1456,Malignant neoplasm of other and unspecified parts of mouth,Retromolar area
1458,Malignant neoplasm of other and unspecified parts of mouth,Other
1459,Malignant neoplasm of other and unspecified parts of mouth,"Mouth, unspecified"
1460,Malignant neoplasm of oropharynx,Tonsil
1461,Malignant neoplasm of oropharynx,Tonsillar fossa
1462,Malignant neoplasm of oropharynx,Tonsillar pillars (anterior) (posterior)
1463,Malignant neoplasm of oropharynx,Vallecula
1464,Malignant neoplasm of oropharynx,Anterior aspect of epiglottis
1465,Malignant neoplasm of oropharynx,Junctional region
1466,Malignant neoplasm of oropharynx,Lateral wall of oropharynx
1467,Malignant neoplasm of oropharynx,Posterior wall of oropharynx
1468,Malignant neoplasm of oropharynx,Other
1469,Malignant neoplasm of oropharynx,"Oropharynx, unspecified"
1470,Malignant neoplasm of nasopharynx,Superior wall
1471,Malignant neoplasm of nasopharynx,Posterior wall
1472,Malignant neoplasm of nasopharynx,Lateral wall
1473,Malignant neoplasm of nasopharynx,Anterior wall
1478,Malignant neoplasm of nasopharynx,Other
1479,Malignant neoplasm of nasopharynx,"Nasopharynx, unspecified"
1480,Malignant neoplasm of hypopharynx,Postcricoid region
1481,Malignant neoplasm of hypopharynx,Pyriform sinus
1482,Malignant neoplasm of hypopharynx,"Aryepiglottic fold, hypopharyngeal aspect"
1483,Malignant neoplasm of hypopharynx,Posterior hypopharyngeal wall
1488,Malignant neoplasm of hypopharynx,Other
1489,Malignant neoplasm of hypopharynx,"Hypopharynx, unspecified"
1490,"Malignant neoplasm of other and ill-defined sites within the lip, oral cavity and pharynx","Pharynx, unspecified"
1491,"Malignant neoplasm of other and ill-defined sites within the lip, oral cavity and pharynx",Waldeyer's ring
1498,"Malignant neoplasm of other and ill-defined sites within the lip, oral cavity and pharynx",Other
1499,"Malignant neoplasm of other and ill-defined sites within the lip, oral cavity and pharynx",Ill-defined
1500,Malignant neoplasm of oesophagus,Cervical part
1501,Malignant neoplasm of oesophagus,Thoracic part
1502,Malignant neoplasm of oesophagus,Abdominal part
1503,Malignant neoplasm of oesophagus,Upper third
1504,Malignant neoplasm of oesophagus,Middle third
1505,Malignant neoplasm of oesophagus,Lower third
1508,Malignant neoplasm of oesophagus,Other
1509,Malignant neoplasm of oesophagus,"Oesophagus, unspecified"
1510,Malignant neoplasm of stomach,Cardia
1511,Malignant neoplasm of stomach,Pylorus
1512,Malignant neoplasm of stomach,Pyloric antrum
1513,Malignant neoplasm of stomach,Fundus of stomach
1514,Malignant neoplasm of stomach,Body of stomach
1515,Malignant neoplasm of stomach,"Lesser curvature, unspecified"
1516,Malignant neoplasm of stomach,"Greater curvature, unspecified"
1518,Malignant neoplasm of stomach,Other
1519,Malignant neoplasm of stomach,"Stomach, unspecified"
1520,"Malignant neoplasm of small intestine, including duodenum",Duodenum
1521,"Malignant neoplasm of small intestine, including duodenum",Jejunum
1522,"Malignant neoplasm of small intestine, including duodenum",Ileum
1523,"Malignant neoplasm of small intestine, including duodenum",Meckel's diverticulum
1528,"Malignant neoplasm of small intestine, including duodenum",Other
1529,"Malignant neoplasm of small intestine, including duodenum","Small intestine, unspecified"
1530,Malignant neoplasm of colon,Hepatic flexure
1531,Malignant neoplasm of colon,Transverse colon
1532,Malignant neoplasm of colon,Descending colon
1533,Malignant neoplasm of colon,Sigmoid colon
1534,Malignant neoplasm of colon,Caecum
1535,Malignant neoplasm of colon,Appendix
1536,Malignant neoplasm of colon,Ascending colon
1537,Malignant neoplasm of colon,Splenic flexure
1538,Malignant neoplasm of colon,Other
1539,Malignant neoplasm of colon,"Colon, unspecified"
1540,"Malignant neoplasm of rectum, rectosigmoid junction and anus",Rectosigmoid junction
1541,"Malignant neoplasm of rectum, rectosigmoid junction and anus",Rectum
1542,"Malignant neoplasm of rectum, rectosigmoid junction and anus",Anal canal
1543,"Malignant neoplasm of rectum, rectosigmoid junction and anus","Anus, unspecified"
1548,"Malignant neoplasm of rectum, rectosigmoid junction and anus",Other
1550,Malignant neoplasm of liver and intrahepatic bile ducts,"Liver, primary"
1551,Malignant neoplasm of liver and intrahepatic bile ducts,Intrahepatic bile ducts
1552,Liver and intrahepatic bile ducts,"Liver, not specified as primary or secondary"
1560,Malignant neoplasm of gallbladder and extrahepatic bile ducts,Gallbladder
1561,Malignant neoplasm of gallbladder and extrahepatic bile ducts,Extrahepatic bile ducts
1562,Malignant neoplasm of gallbladder and extrahepatic bile ducts,Ampulla of Vater
1568,Malignant neoplasm of gallbladder and extrahepatic bile ducts,Other
1569,Malignant neoplasm of gallbladder and extrahepatic bile ducts,"Biliary tract, part unspecified"
1570,Malignant neoplasm of pancreas,Head of pancreas
1571,Malignant neoplasm of pancreas,Body of pancreas
1572,Malignant neoplasm of pancreas,Tail of pancreas
1573,Malignant neoplasm of pancreas,Pancreatic duct
1574,Malignant neoplasm of pancreas,Islets of Langerhans
1578,Malignant neoplasm of pancreas,Other
1579,Malignant neoplasm of pancreas,Part unspecified
1580,Malignant neoplasm of retroperitoneum and peritoneum,Retroperitoneum
1588,Malignant neoplasm of retroperitoneum and peritoneum,Specified parts of peritoneum
1589,Malignant neoplasm of retroperitoneum and peritoneum,"Peritoneum, unspecified"
1590,Malignant neoplasm of other and ill-defined sites within the digestive organs and peritoneum,"Intestinal tract, part unspecified"
1591,Malignant neoplasm of other and ill-defined sites within the digestive organs and peritoneum,"Spleen, not elsewhere classified"
1598,Malignant neoplasm of other and ill-defined sites within the digestive organs and peritoneum,Other
1599,Malignant neoplasm of other and ill-defined sites within the digestive organs and peritoneum,Ill-defined
1600,"Malignant neoplasm of nasal cavities, middle ear and accessory sinuses",Nasal cavities
1601,"Malignant neoplasm of nasal cavities, middle ear and accessory sinuses","Auditory tube, middle ear and mastoid air cells"
1602,"Malignant neoplasm of nasal cavities, middle ear and accessory sinuses",Maxillary sinus
1603,"Malignant neoplasm of nasal cavities, middle ear and accessory sinuses",Ethmoidal sinus
1604,"Malignant neoplasm of nasal cavities, middle ear and accessory sinuses",Frontal sinus
1605,"Malignant neoplasm of nasal cavities, middle ear and accessory sinuses",Sphenoidal sinus
1608,"Malignant neoplasm of nasal cavities, middle ear and accessory sinuses",Other
1609,"Malignant neoplasm of nasal cavities, middle ear and accessory sinuses","Accessory sinus, unspecified"
1610,Malignant neoplasm of larynx,Glottis
1611,Malignant neoplasm of larynx,Supraglottis
1612,Malignant neoplasm of larynx,Subglottis
1613,Malignant neoplasm of larynx,Laryngeal cartilages
1618,Malignant neoplasm of larynx,Other
1619,Malignant neoplasm of larynx,"Larynx, unspecified"
1620,"Malignant neoplasm of trachea, bronchus and lung",Trachea
1622,"Malignant neoplasm of trachea, bronchus and lung",Main bronchus
1623,"Malignant neoplasm of trachea, bronchus and lung","Upper lobe, bronchus or lung"
1624,"Malignant neoplasm of trachea, bronchus and lung","Middle lobe, bronchus or lung"
1625,"Malignant neoplasm of trachea, bronchus and lung","Lower lobe, bronchus or lung"
1628,"Malignant neoplasm of trachea, bronchus and lung",Other
1629,"Malignant neoplasm of trachea, bronchus and lung","Bronchus and lung, unspecified"
1630,Malignant neoplasm of pleura,Parietal
1631,Malignant neoplasm of pleura,Visceral
1638,Malignant neoplasm of pleura,Other
1639,Malignant neoplasm of pleura,"Pleura, unspecified"
1640,"Malignant neoplasm of thymus, heart and mediastinum",Thymus
1641,"Malignant neoplasm of thymus, heart and mediastinum",Heart
1642,"Malignant neoplasm of thymus, heart and mediastinum",Anterior mediastinum
1643,"Malignant neoplasm of thymus, heart and mediastinum",Posterior mediastinum
1648,"Malignant neoplasm of thymus, heart and mediastinum",Other
1649,"Malignant neoplasm of thymus, heart and mediastinum","Mediastinum, part unspecified"
1650,Malignant neoplasm of other and ill-defined sites within the respiratory system and intrathoracic organs,"Upper respiratory tract, part unspecified"
1658,Malignant neoplasm of other and ill-defined sites within the respiratory system and intrathoracic organs,Other
1659,Malignant neoplasm of other and ill-defined sites within the respiratory system and intrathoracic organs,Ill-defined sites within the respiratory system
1700,Malignant neoplasm of bone and articular cartilage,Bones of skull and face
1701,Malignant neoplasm of bone and articular cartilage,Lower jaw bone
1702,Malignant neoplasm of bone and articular cartilage,"Vertebral column, excluding sacrum and coccyx"
1703,Malignant neoplasm of bone and articular cartilage,"Ribs, sternum and clavicle"
1704,Malignant neoplasm of bone and articular cartilage,Long bones of upper limb and scapula
1705,Malignant neoplasm of bone and articular cartilage,"Upper limb, short bones"
1706,Malignant neoplasm of bone and articular cartilage,"Pelvic bones, sacrum and coccyx"
1707,Malignant neoplasm of bone and articular cartilage,"Lower limb, long bones"
1708,Malignant neoplasm of bone and articular cartilage,"Lower limb, short bones"
1709,Malignant neoplasm of bone and articular cartilage,Site unspecified
1710,Malignant neoplasm of connective and other soft tissue,"Head, face and neck"
1712,Malignant neoplasm of connective and other soft tissue,"Upper limb, including shoulder"
1713,Malignant neoplasm of connective and other soft tissue,"Lower limb, including hip"
1714,Malignant neoplasm of connective and other soft tissue,Thorax
1715,Malignant neoplasm of connective and other soft tissue,Abdomen
1716,Malignant neoplasm of connective and other soft tissue,Pelvis
1717,Malignant neoplasm of connective and other soft tissue,"Trunk, unspecified"
