code,description
2952,Schizophrenic psychoses - Catatonic type
3078,Special symptoms or syndromes not elsewhere classified - Psychalgia
3080,Acute reaction to stress - Predominant disturbance of emotions
3081,Acute reaction to stress - Predominant disturbance of consciousness
3082,Acute reaction to stress - Predominant psychomotor disturbance
3083,Acute reaction to stress - Other
3084,Acute reaction to stress - Mixed
3089,Acute reaction to stress - Unspecified
3090,Adjustment reaction - Brief depressive reaction
3091,Adjustment reaction - Prolonged depressive reaction
3092,Adjustment reaction - With predominant disturbance of other emotions
3093,Adjustment reaction - With predominant disturbance of conduct
3094,Adjustment reaction - With mixed disturbance of emotions and conduct
3098,Adjustment reaction - Other
3099,Adjustment reaction - Unspecified
3100,Specific nonpsychotic mental disorders following organic brain damage - Frontal lobe syndrome
3101,Specific nonpsychotic mental disorders following organic brain damage - Cognitive or personality change of other type
3102,Specific nonpsychotic mental disorders following organic brain damage - Postconcussional syndrome
3108,Specific nonpsychotic mental disorders following organic brain damage - Other
3079,Special symptoms or syndromes not elsewhere classified - Other and unspecified
3077,Special symptoms or syndromes not elsewhere classified - Encopresis
2953,Schizophrenic psychoses - Paranoid type
3076,Special symptoms or syndromes not elsewhere classified - Enuresis
3059,"Nondependent abuse of drugs - Other, mixed or unspecified"
3060,Physiological malfunction arising from mental factors - Musculoskeletal
3061,Physiological malfunction arising from mental factors - Respiratory
3062,Physiological malfunction arising from mental factors - Cardiovascular
3063,Physiological malfunction arising from mental factors - Skin
3064,Physiological malfunction arising from mental factors - Gastrointestinal
3065,Physiological malfunction arising from mental factors - Genitourinary
3066,Physiological malfunction arising from mental factors - Endocrine
3067,Physiological malfunction arising from mental factors - Organs of special sense
3068,Physiological malfunction arising from mental factors - Other
3069,Physiological malfunction arising from mental factors - Unspecified
3070,Special symptoms or syndromes not elsewhere classified - Stammering and stuttering
3071,Special symptoms or syndromes not elsewhere classified - Anorexia nervosa
3072,Special symptoms or syndromes not elsewhere classified - Tics
3073,Special symptoms or syndromes not elsewhere classified - Stereotyped repetitive movements
3074,Special symptoms or syndromes not elsewhere classified - Specific disorders of sleep
3075,Special symptoms or syndromes not elsewhere classified - Other and unspecified disorders of eating
3109,Specific nonpsychotic mental disorders following organic brain damage - Unspecified
3110,"Depressive disorder, not elsewhere classified - Depressive disorder, not elsewhere classified"
3120,Disturbance of conduct not elsewhere classified - Unsocialized disturbance of conduct
3121,Disturbance of conduct not elsewhere classified - Socialized disturbance of conduct
3155,Specific delays in development - Mixed development disorder
3158,Specific delays in development - Other
3159,Specific delays in development - Unspecified
3160,Psychic factors associated with diseases classified elsewhere - Psychic factors associated with diseases classified elsewhere
3170,Mild mental retardation - Mild mental retardation
3180,Other specified mental retardation - Moderate mental retardation
3181,Other specified mental retardation - Severe mental retardation
3182,Other specified mental retardation - Profound mental retardation
3190,Other specified mental retardation - Unspecified mental retardation
3200,Bacterial meningitis - Haemophilus meningitis
3201,Bacterial meningitis - Pneumococcal meningitis
3202,Bacterial meningitis - Streptococcal meningitis
3203,Bacterial meningitis - Staphylococcal meningitis
3204,Bacterial meningitis - Tuberculous meningitis
3205,Bacterial meningitis - Meningococcal meningitis
3207,Bacterial meningitis - Meningitis in other bacterial diseases classified elsewhere
3208,Bacterial meningitis - Meningitis due to other specified bacteria
3154,Specific delays in development - Specific motor retardation
3153,Specific delays in development - Developmental speech or language disorder
3152,Specific delays in development - Other specific learning difficulties
3133,Disturbance of emotions specific to childhood and adolescence - Relationship problems
3122,Disturbance of conduct not elsewhere classified - Compulsive conduct disorder
3123,Disturbance of conduct not elsewhere classified - Mixed disturbance of conduct and emotions
3128,Disturbance of conduct not elsewhere classified - Other
3129,Disturbance of conduct not elsewhere classified - Unspecified
3130,Disturbance of emotions specific to childhood and adolescence - With anxiety and fearfulness
3131,Disturbance of emotions specific to childhood and adolescence - With misery and unhappiness
3132,"Disturbance of emotions specific to childhood and adolescence - With sensitivity, shyness and social withdrawal"
3138,Disturbance of emotions specific to childhood and adolescence - Other or mixed
3151,Specific delays in development - Specific arithmetical retardation
3139,Disturbance of emotions specific to childhood and adolescence - Unspecified
3140,Hyperkinetic syndrome of childhood - Simple disturbance of activity and attention
3141,Hyperkinetic syndrome of childhood - Hyperkinesis with developmental delay
3142,Hyperkinetic syndrome of childhood - Hyperkinetic conduct disorder
3148,Hyperkinetic syndrome of childhood - Other
3149,Hyperkinetic syndrome of childhood - Unspecified
3150,Specific delays in development - Specific reading retardation
3058,Nondependent abuse of drugs - Antidepressants
3057,Nondependent abuse of drugs - Amphetamine type
3056,Nondependent abuse of drugs - Cocaine type
3006,Neurotic disorders - Depersonalization syndrome
2979,Paranoid states - Unspecified
2980,Other nonorganic psychoses - Depressive type
2981,Other nonorganic psychoses - Excitative type
2982,Other nonorganic psychoses - Reactive confusion
2983,Other nonorganic psychoses - Acute paranoid reaction
2984,Other nonorganic psychoses - Psychogenic paranoid psychosis
2988,Other nonorganic psychoses - Other and unspecified reactive psychosis
2989,Other nonorganic psychoses - Unspecified psychosis
2990,Psychoses with origin specific to childhood - Infantile autism
2991,Psychoses with origin specific to childhood - Disintegrative psychosis
2998,Psychoses with origin specific to childhood - Other
2999,Psychoses with origin specific to childhood - Unspecified
3000,Neurotic disorders - Anxiety states
3001,Neurotic disorders - Hysteria
3002,Neurotic disorders - Phobic state
3003,Neurotic disorders - Obsessive-compulsive disorders
3004,Neurotic disorders - Neurotic depression
2978,Paranoid states - Other
2973,Paranoid states - Induced psychosis
2972,Paranoid states - Paraphrenia
2961,"Affective psychoses - Manic-depressive psychosis, depressed type"
2954,Schizophrenic psychoses - Acute schizophrenic episode
2955,Schizophrenic psychoses - Latent schizophrenia
2956,Schizophrenic psychoses - Residual schizophrenia
2957,Schizophrenic psychoses - Schizoaffective type
2958,Schizophrenic psychoses - Other
2959,Schizophrenic psychoses - Unspecified
2960,"Affective psychoses - Manic-depressive psychosis, manic type"
2962,"Affective psychoses - Manic-depressive psychosis, circular type but currently manic"
2971,Paranoid states - Paranoia
2963,"Affective psychoses - Manic-depressive psychosis, circular type but currently depressed"
2964,"Affective psychoses - Manic-depressive psychosis, circular type, mixed"
2965,"Affective psychoses - Manic-depressive psychosis, circular type, current condition not specified"
2966,"Affective psychoses - Manic-depressive psychosis, other and unspecified"
2968,Affective psychoses - Other
2969,Affective psychoses - Unspecified
2970,"Paranoid states - Paranoid state, simple"
3005,Neurotic disorders - Neurasthenia
3007,Neurotic disorders - Hypochondriasis
3055,Nondependent abuse of drugs - Morphine type
3008,Neurotic disorders - Other neurotic disorders
3029,Sexual deviations and disorders - Unspecified
3030,Alcohol dependence syndrome - Alcohol dependence syndrome
3040,Drug dependence - Morphine type
3041,Drug dependence - Barbiturate type
3042,Drug dependence - Cocaine
3043,Drug dependence - Cannabis
3044,Drug dependence - Amphetamine type and other psychostimulants
3045,Drug dependence - Hallucinogens
3046,Drug dependence - Other
3047,Drug dependence - Combinations of morphine type drug with any other
3048,Drug dependence - Combinations excluding morphine type drug
3049,Drug dependence - Unspecified
3050,Nondependent abuse of drugs - Alcohol
3051,Nondependent abuse of drugs - Tobacco
3052,Nondependent abuse of drugs - Cannabis
3053,Nondependent abuse of drugs - Hallucinogens
3054,Nondependent abuse of drugs - Barbiturates and tranquillizers
3028,Sexual deviations and disorders - Other
3027,Sexual deviations and disorders - Frigidity and impotence
3026,Sexual deviations and disorders - Disorders of psychosexual identity
3016,Personality disorders - Asthenic personality disorder
3009,Neurotic disorders - Unspecified
3010,Personality disorders - Paranoid personality disorder
3011,Personality disorders - Affective personality disorder
3012,Personality disorders - Schizoid personality disorder
3013,Personality disorders - Explosive personality disorder
3014,Personality disorders - Anankastic personality disorder
3015,Personality disorders - Hysterical personality disorder
3017,Personality disorders - Personality disorder with predominantly sociopathic or asocial manifestation
3025,Sexual deviations and disorders - Trans-sexualism
3018,Personality disorders - Other personality disorders
3019,Personality disorders - Unspecified
3020,Sexual deviations and disorders - Homosexuality
3021,Sexual deviations and disorders - Bestiality
3022,Sexual deviations and disorders - Paedophilia
3023,Sexual deviations and disorders - Transvestism
3024,Sexual deviations and disorders - Exhibitionism
3740,Non inflammatory disorders of eyelids - Entropion and trichiasis of eyelid
3742,Other disorders of eyelids - Lagophthalmos
5362,Disorders of function of stomach - Habit vomiting
4860,"Pneumonia, organism unspecified - Pneumonia, organism unspecified"
4871,Influenza - Influenza with other respiratory manifestations
4878,Influenza - Influenza with other manifestations
4900,"Bronchitis, not specified as acute or chronic - Bronchitis, not specified as acute or chronic"
4910,Chronic bronchitis - Simple chronic bronchitis
4911,Chronic bronchitis - Mucopurulent chronic bronchitis
4912,Chronic bronchitis - Obstructive chronic bronchitis
4918,Chronic bronchitis - Other chronic bronchitis
4919,Chronic bronchitis - Unspecified
4920,Emphysema - Emphysema
4930,Asthma - Extrinsic asthma
4931,Asthma - Intrinsic asthma
4939,"Asthma - Asthma, unspecified"
4940,Bronchiectasis - Bronchiectasis
4950,Extrinsic allergic alveolitis - Farmers' lung
4951,Extrinsic allergic alveolitis - Bagassosis
4952,Extrinsic allergic alveolitis - Bird fanciers' lung
4953,Extrinsic allergic alveolitis - Suberosis
4870,Influenza - With pneumonia
4850,"Bronchopneumonia, organism unspecified - Bronchopneumonia, organism unspecified"
4808,"Viral pneumonia - Pneumonia due to other virus, not elsewhere classified"
4848,Pneumonia in infectious diseases classified elsewhere - Pneumonia in other infectious diseases
4810,Pneumococcal pneumonia - Pneumococcal pneumonia
4820,Other bacterial pneumonia - Pneumonia due to Klebsiella pneumoniae
4821,Other bacterial pneumonia - Pneumonia due to Pseudomonas
4822,Other bacterial pneumonia - Pneumonia due to Haemophilus influenzae [H.influenzae]
