icd_version,cause,cause_description,harmonized_category,harmonized_category_name,classification_confidence
ICD-10 (2001-),A35,Infectious and parasitic diseases (A35),infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-10 (2001-),A369,Infectious and parasitic diseases (A369),infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-10 (2001-),A370,Whooping cough (A370),infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-10 (2001-),A379,Whooping cough (A379),infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-10 (2001-),A390,Meningococcal infection (A390),infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-10 (2001-),A391,Meningococcal infection (A391),infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-10 (2001-),A392,Meningococcal infection (A392),infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-10 (2001-),A393,Meningococcal infection (A393),infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-10 (2001-),A394,Meningococcal infection (A394),infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-10 (2001-),A395,Meningococcal infection (A395),infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-10 (2001-),A398,Meningococcal infection (A398),infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-10 (2001-),A399,Meningococcal infection (A399),infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-10 (2001-),A400,Streptococcal sepsis (A400),infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-10 (2001-),A401,Streptococcal sepsis (A401),infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-10 (2001-),A402,Streptococcal sepsis (A402),infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-10 (2001-),A403,Streptococcal sepsis (A403),infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-10 (2001-),A408,Streptococcal sepsis (A408),infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-10 (2001-),A409,Streptococcal sepsis (A409),infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-10 (2001-),A410,Other sepsis (A410),other,Other and Unclassified,low
ICD-10 (2001-),A411,Other sepsis (A411),other,Other and Unclassified,low
ICD-10 (2001-),A412,Other sepsis (A412),other,Other and Unclassified,low
ICD-10 (2001-),A413,Other sepsis (A413),other,Other and Unclassified,low
ICD-10 (2001-),A414,Other sepsis (A414),other,Other and Unclassified,low
ICD-10 (2001-),A415,Other sepsis (A415),other,Other and Unclassified,low
ICD-10 (2001-),A418,Other sepsis (A418),other,Other and Unclassified,low
ICD-10 (2001-),A419,Other sepsis (A419),other,Other and Unclassified,low
ICD-10 (2001-),A420,Infectious and parasitic diseases (A420),infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-10 (2001-),A421,Infectious and parasitic diseases (A421),infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-10 (2001-),A427,Infectious and parasitic diseases (A427),infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-10 (2001-),A428,Infectious and parasitic diseases (A428),infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-10 (2001-),A430,Infectious and parasitic diseases (A430),infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-10 (2001-),A431,Infectious and parasitic diseases (A431),infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-10 (2001-),A438,Infectious and parasitic diseases (A438),infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-10 (2001-),A439,Infectious and parasitic diseases (A439),infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-10 (2001-),A46,Infectious and parasitic diseases (A46),infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-10 (2001-),A480,Infectious and parasitic diseases (A480),infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-10 (2001-),A481,Infectious and parasitic diseases (A481),infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-10 (2001-),A482,Infectious and parasitic diseases (A482),infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-10 (2001-),A483,Infectious and parasitic diseases (A483),infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-10 (2001-),A488,Infectious and parasitic diseases (A488),infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-10 (2001-),A490,Infectious and parasitic diseases (A490),infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-10 (2001-),A491,Infectious and parasitic diseases (A491),infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-10 (2001-),A492,Infectious and parasitic diseases (A492),infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-10 (2001-),A493,Infectious and parasitic diseases (A493),infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-10 (2001-),A498,Infectious and parasitic diseases (A498),infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-10 (2001-),A499,Infectious and parasitic diseases (A499),infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-10 (2001-),A500,Infectious and parasitic diseases (A500),infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-10 (2001-),A509,Infectious and parasitic diseases (A509),infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-10 (2001-),A514,Infectious and parasitic diseases (A514),infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-10 (2001-),A520,Infectious and parasitic diseases (A520),infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-10 (2001-),A521,Infectious and parasitic diseases (A521),infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-10 (2001-),A523,Infectious and parasitic diseases (A523),infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-10 (2001-),A527,Infectious and parasitic diseases (A527),infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-10 (2001-),A529,Infectious and parasitic diseases (A529),infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-10 (2001-),A539,Infectious and parasitic diseases (A539),infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-10 (2001-),A548,Infectious and parasitic diseases (A548),infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-10 (2001-),A549,Infectious and parasitic diseases (A549),infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-10 (2001-),A630,Infectious and parasitic diseases (A630),infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-10 (2001-),A691,Infectious and parasitic diseases (A691),infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-10 (2001-),A698,Infectious and parasitic diseases (A698),infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-10 (2001-),A70,Infectious and parasitic diseases (A70),infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-10 (2001-),A719,Infectious and parasitic diseases (A719),infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-10 (2001-),A78,Infectious and parasitic diseases (A78),infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-10 (2001-),A799,Infectious and parasitic diseases (A799),infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-10 (2001-),A809,Infectious and parasitic diseases (A809),infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-10 (2001-),A810,Infectious and parasitic diseases (A810),infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-10 (2001-),A811,Infectious and parasitic diseases (A811),infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-10 (2001-),A812,Infectious and parasitic diseases (A812),infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-10 (2001-),A818,Infectious and parasitic diseases (A818),infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-10 (2001-),A819,Infectious and parasitic diseases (A819),infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-10 (2001-),A829,Infectious and parasitic diseases (A829),infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-10 (2001-),A830,Infectious and parasitic diseases (A830),infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-10 (2001-),A833,Infectious and parasitic diseases (A833),infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-10 (2001-),A850,Infectious and parasitic diseases (A850),infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-10 (2001-),A851,Infectious and parasitic diseases (A851),infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-10 (2001-),A858,Infectious and parasitic diseases (A858),infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-10 (2001-),A86,Infectious and parasitic diseases (A86),infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-10 (2001-),A872,Infectious and parasitic diseases (A872),infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-10 (2001-),A879,Infectious and parasitic diseases (A879),infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-10 (2001-),A89,Infectious and parasitic diseases (A89),infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-10 (2001-),A90,Infectious and parasitic diseases (A90),infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-10 (2001-),A91,Infectious and parasitic diseases (A91),infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-10 (2001-),A962,Infectious and parasitic diseases (A962),infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-10 (2001-),A980,Infectious and parasitic diseases (A980),infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-10 (2001-),A985,Infectious and parasitic diseases (A985),infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-10 (2001-),B000,Infectious and parasitic diseases (B000),infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-10 (2001-),B002,Infectious and parasitic diseases (B002),infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-10 (2001-),B003,Infectious and parasitic diseases (B003),infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-10 (2001-),B004,Infectious and parasitic diseases (B004),infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-10 (2001-),B007,Infectious and parasitic diseases (B007),infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-10 (2001-),B008,Infectious and parasitic diseases (B008),infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-10 (2001-),B009,Infectious and parasitic diseases (B009),infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-10 (2001-),B010,Infectious and parasitic diseases (B010),infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-10 (2001-),B011,Infectious and parasitic diseases (B011),infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-10 (2001-),B012,Infectious and parasitic diseases (B012),infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-10 (2001-),B018,Infectious and parasitic diseases (B018),infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-10 (2001-),B019,Infectious and parasitic diseases (B019),infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-10 (2001-),B020,Infectious and parasitic diseases (B020),infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-10 (2001-),B022,Infectious and parasitic diseases (B022),infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-10 (2001-),B023,Infectious and parasitic diseases (B023),infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-10 (2001-),B027,Infectious and parasitic diseases (B027),infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-10 (2001-),B028,Infectious and parasitic diseases (B028),infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-10 (2001-),B029,Infectious and parasitic diseases (B029),infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-10 (2001-),B050,Infectious and parasitic diseases (B050),infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-10 (2001-),B052,Infectious and parasitic diseases (B052),infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-10 (2001-),B059,Infectious and parasitic diseases (B059),infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-10 (2001-),B080,Infectious and parasitic diseases (B080),infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-10 (2001-),B150,Acute hepatitis A (B150),digestive,Diseases of the Digestive System,medium
ICD-10 (2001-),B159,Acute hepatitis A (B159),digestive,Diseases of the Digestive System,medium
ICD-10 (2001-),B161,Acute hepatitis B (B161),digestive,Diseases of the Digestive System,medium
ICD-10 (2001-),B162,Acute hepatitis B (B162),digestive,Diseases of the Digestive System,medium
ICD-10 (2001-),B169,Acute hepatitis B (B169),digestive,Diseases of the Digestive System,medium
ICD-10 (2001-),B171,Other acute viral hepatitis (B171),infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-10 (2001-),B172,Other acute viral hepatitis (B172),infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-10 (2001-),B178,Other acute viral hepatitis (B178),infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-10 (2001-),B179,Other acute viral hepatitis (B179),infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-10 (2001-),B181,Chronic viral hepatitis (B181),infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-10 (2001-),B182,Chronic viral hepatitis (B182),infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-10 (2001-),B188,Chronic viral hepatitis (B188),infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-10 (2001-),B189,Chronic viral hepatitis (B189),infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-10 (2001-),B190,Infectious and parasitic diseases (B190),infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-10 (2001-),B199,Infectious and parasitic diseases (B199),infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-10 (2001-),B200,HIV disease (B200),other,Other and Unclassified,low
ICD-10 (2001-),B201,HIV disease (B201),other,Other and Unclassified,low
ICD-10 (2001-),B202,HIV disease (B202),other,Other and Unclassified,low
ICD-10 (2001-),B203,HIV disease (B203),other,Other and Unclassified,low
ICD-10 (2001-),B204,HIV disease (B204),other,Other and Unclassified,low
ICD-10 (2001-),B205,HIV disease (B205),other,Other and Unclassified,low
ICD-10 (2001-),B206,HIV disease (B206),other,Other and Unclassified,low
ICD-10 (2001-),B207,HIV disease (B207),other,Other and Unclassified,low
ICD-10 (2001-),B208,HIV disease (B208),other,Other and Unclassified,low
ICD-10 (2001-),B209,HIV disease (B209),other,Other and Unclassified,low
ICD-10 (2001-),B210,HIV disease (B210),other,Other and Unclassified,low
ICD-10 (2001-),B211,HIV disease (B211),other,Other and Unclassified,low
ICD-10 (2001-),B212,HIV disease (B212),other,Other and Unclassified,low
ICD-10 (2001-),B213,HIV disease (B213),other,Other and Unclassified,low
ICD-10 (2001-),B217,HIV disease (B217),other,Other and Unclassified,low
ICD-10 (2001-),B218,HIV disease (B218),other,Other and Unclassified,low
ICD-10 (2001-),B219,HIV disease (B219),other,Other and Unclassified,low
ICD-10 (2001-),B220,HIV disease (B220),other,Other and Unclassified,low
ICD-10 (2001-),B222,HIV disease (B222),other,Other and Unclassified,low
ICD-10 (2001-),B227,HIV disease (B227),other,Other and Unclassified,low
ICD-10 (2001-),B231,HIV disease (B231),other,Other and Unclassified,low
ICD-10 (2001-),B232,HIV disease (B232),other,Other and Unclassified,low
ICD-10 (2001-),B238,HIV disease (B238),other,Other and Unclassified,low
ICD-10 (2001-),B24,Unspecified HIV disease,ill_defined,"Symptoms, Signs and Ill-Defined Conditions",medium
ICD-10 (2001-),B250,Infectious and parasitic diseases (B250),infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-10 (2001-),B251,Infectious and parasitic diseases (B251),infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-10 (2001-),B258,Infectious and parasitic diseases (B258),infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-10 (2001-),B259,Infectious and parasitic diseases (B259),infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-10 (2001-),B263,Infectious and parasitic diseases (B263),infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-10 (2001-),B269,Infectious and parasitic diseases (B269),infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-10 (2001-),B270,Infectious and parasitic diseases (B270),infectious_diseases,Infectious and Parasitic Diseases,medium
ICD-10 (2001-),B279,Infectious and parasitic diseases (B279),infectious_diseases,Infectious and Parasitic Diseases,medium
