code,icd_version,original_description,harmonized_category,harmonized_category_name,classification_confidence
61C,ICD-2 (1911-1920),"Meningitis, other forms",infectious_diseases,Infectious and Parasitic Diseases,medium
62,ICD-2 (1911-1920),Locomotor ataxy,other,Other and Unclassified,low
63A,ICD-2 (1911-1920),"Diseases of the spinal cord formerly classed to ""Other nervous affections""",nervous_system,Diseases of the Nervous System,medium
63B,ICD-2 (1911-1920),Poliomyelitis,infectious_diseases,Infectious and Parasitic Diseases,medium
63C,ICD-2 (1911-1920),Other diseases of the spinal cord,musculoskeletal,Diseases of Musculoskeletal System and Connective Tissue,medium
64A,ICD-2 (1911-1920),Apoplexy,nervous_system,Diseases of the Nervous System,medium
64B,ICD-2 (1911-1920),Serious apoplexy & oedema of brain,nervous_system,Diseases of the Nervous System,high
64C,ICD-2 (1911-1920),Cerebral congestion,nervous_system,Diseases of the Nervous System,medium
64D,ICD-2 (1911-1920),Cerebral atheroma,nervous_system,Diseases of the Nervous System,medium
64E,ICD-2 (1911-1920),Cerebral haemorrhage,nervous_system,Diseases of the Nervous System,medium
65,ICD-2 (1911-1920),Softening of brain,nervous_system,Diseases of the Nervous System,medium
66A,ICD-2 (1911-1920),Hemiplegia,nervous_system,Diseases of the Nervous System,medium
66B,ICD-2 (1911-1920),Paraplegia,other,Other and Unclassified,low
66C,ICD-2 (1911-1920),Other forms of paralysis,nervous_system,Diseases of the Nervous System,medium
67,ICD-2 (1911-1920),General paralysis of insane,nervous_system,Diseases of the Nervous System,medium
68,ICD-2 (1911-1920),Other forms of mental alienation,mental_behavioral,Mental and Behavioral Disorders,medium
69,ICD-2 (1911-1920),Epilepsy,nervous_system,Diseases of the Nervous System,medium
70A,ICD-2 (1911-1920),Epileptiform convulsions (5yrs and over),nervous_system,Diseases of the Nervous System,medium
70B,ICD-2 (1911-1920),Other convulsions (non-puerperal; 5yrs and over),nervous_system,Diseases of the Nervous System,medium
71A,ICD-2 (1911-1920),Convulsions with teething,nervous_system,Diseases of the Nervous System,medium
71B,ICD-2 (1911-1920),Other infantile convulsions (<5yrs.),nervous_system,Diseases of the Nervous System,medium
72,ICD-2 (1911-1920),Chorea,nervous_system,Diseases of the Nervous System,medium
73A,ICD-2 (1911-1920),"Hysteria, neuralgia, sciatica",nervous_system,Diseases of the Nervous System,medium
73B,ICD-2 (1911-1920),Neuritis,nervous_system,Diseases of the Nervous System,medium
74A,ICD-2 (1911-1920),"Idiocy, imbecility",other,Other and Unclassified,low
74B,ICD-2 (1911-1920),Cretinism,perinatal,Conditions Originating in Perinatal Period,medium
74C,ICD-2 (1911-1920),Cerebral tumour,neoplasms,Neoplasms (Cancers and Tumors),medium
74D,ICD-2 (1911-1920),Other diseases of nervous system,nervous_system,Diseases of the Nervous System,medium
75,ICD-2 (1911-1920),Diseases of eyes & annexa,eye_ear,Diseases of Eye and Ear,medium
76A,ICD-2 (1911-1920),Mastoid disease,other,Other and Unclassified,low
76B,ICD-2 (1911-1920),Other diseases of ears,eye_ear,Diseases of Eye and Ear,medium
77,ICD-2 (1911-1920),Pericarditis,circulatory,Diseases of the Circulatory System,medium
78A,ICD-2 (1911-1920),Acute myocarditis,circulatory,Diseases of the Circulatory System,medium
78B,ICD-2 (1911-1920),Infective endocarditis,circulatory,Diseases of the Circulatory System,medium
78C,ICD-2 (1911-1920),Other acute endocarditis,circulatory,Diseases of the Circulatory System,medium
79A,ICD-2 (1911-1920),Valvular disease,other,Other and Unclassified,low
79B,ICD-2 (1911-1920),Fatty degeneration of heart,eye_ear,Diseases of Eye and Ear,medium
79C,ICD-2 (1911-1920),Other organic disease of heart,eye_ear,Diseases of Eye and Ear,medium
80,ICD-2 (1911-1920),Angina pectoris,circulatory,Diseases of the Circulatory System,medium
81A,ICD-2 (1911-1920),Aneurysm,circulatory,Diseases of the Circulatory System,medium
81B,ICD-2 (1911-1920),Arterial sclerosis,other,Other and Unclassified,low
81C,ICD-2 (1911-1920),Other diseases of arteries,other,Other and Unclassified,low
82A,ICD-2 (1911-1920),Cerebral embolism and thrombosis,circulatory,Diseases of the Circulatory System,high
82B,ICD-2 (1911-1920),Other embolism & thrombosis,circulatory,Diseases of the Circulatory System,high
83A,ICD-2 (1911-1920),Phlebitis,circulatory,Diseases of the Circulatory System,medium
83B,ICD-2 (1911-1920),Varix,other,Other and Unclassified,low
83C,ICD-2 (1911-1920),Pylephlebitis,circulatory,Diseases of the Circulatory System,medium
83D,ICD-2 (1911-1920),Variocele,other,Other and Unclassified,low
84A,ICD-2 (1911-1920),Status lymphaticus,other,Other and Unclassified,low
84B,ICD-2 (1911-1920),Other diseases of lymphatic system,other,Other and Unclassified,low
85A,ICD-2 (1911-1920),Functional disease of heart,eye_ear,Diseases of Eye and Ear,medium
85B,ICD-2 (1911-1920),Epistaxis,other,Other and Unclassified,low
85C,ICD-2 (1911-1920),Other diseases of circulatory system,other,Other and Unclassified,low
86,ICD-2 (1911-1920),Diseases of the nasal fossae,other,Other and Unclassified,low
87A,ICD-2 (1911-1920),Laryngismus stridulus,respiratory,Diseases of the Respiratory System,medium
87B,ICD-2 (1911-1920),Laryngitis,respiratory,Diseases of the Respiratory System,medium
87C,ICD-2 (1911-1920),Other diseases of larynx,respiratory,Diseases of the Respiratory System,medium
88,ICD-2 (1911-1920),Diseases of thyroid body,endocrine_metabolic,"Endocrine, Nutritional and Metabolic Diseases",medium
89&90A,ICD-2 (1911-1920),"Bronchiectasis, bronchial catarrh, etc.",respiratory,Diseases of the Respiratory System,medium
89&90B,ICD-2 (1911-1920),Other bronchitis,respiratory,Diseases of the Respiratory System,medium
91,ICD-2 (1911-1920),Broncho-pneumonia,respiratory,Diseases of the Respiratory System,high
92A,ICD-2 (1911-1920),Lobar pneumonia,respiratory,Diseases of the Respiratory System,medium
92B,ICD-2 (1911-1920),Pneumonia (type not stated),respiratory,Diseases of the Respiratory System,medium
93A,ICD-2 (1911-1920),Empyema,respiratory,Diseases of the Respiratory System,medium
93B,ICD-2 (1911-1920),Other pleurisy,respiratory,Diseases of the Respiratory System,medium
94A,ICD-2 (1911-1920),Pulmonary apoplexy & infarction,nervous_system,Diseases of the Nervous System,medium
94B,ICD-2 (1911-1920),Pulmonary oedema & congestion,respiratory,Diseases of the Respiratory System,medium
94C,ICD-2 (1911-1920),Hypostatic pneumonia,respiratory,Diseases of the Respiratory System,medium
94D,ICD-2 (1911-1920),Collapse of lung (> 3 mths.),respiratory,Diseases of the Respiratory System,medium
95,ICD-2 (1911-1920),Gangrene of lung,circulatory,Diseases of the Circulatory System,medium
96,ICD-2 (1911-1920),Asthma,respiratory,Diseases of the Respiratory System,medium
97,ICD-2 (1911-1920),Pulmonary emphysema,respiratory,Diseases of the Respiratory System,high
98A,ICD-2 (1911-1920),Fibroid disease of lung,respiratory,Diseases of the Respiratory System,medium
98B,ICD-2 (1911-1920),Other diseases of respiratory system,respiratory,Diseases of the Respiratory System,medium
99A,ICD-2 (1911-1920),Diseases of teeth & gums,other,Other and Unclassified,low
99B,ICD-2 (1911-1920),"Thrush, Aphthous stomatitis",other,Other and Unclassified,low
99C,ICD-2 (1911-1920),Parotitis,eye_ear,Diseases of Eye and Ear,medium
99D,ICD-2 (1911-1920),Other diseases of mouth & annexa,other,Other and Unclassified,low
100A,ICD-2 (1911-1920),Tonsillitis,respiratory,Diseases of the Respiratory System,medium
100B,ICD-2 (1911-1920),Ludwig's angina,circulatory,Diseases of the Circulatory System,medium
100C,ICD-2 (1911-1920),Other diseases of pharynx,respiratory,Diseases of the Respiratory System,medium
101,ICD-2 (1911-1920),Diseases of oesophagus,digestive,Diseases of the Digestive System,high
102,ICD-2 (1911-1920),Perforating ulcer of stomach,digestive,Diseases of the Digestive System,high
103A,ICD-2 (1911-1920),Inflammation of stomach,digestive,Diseases of the Digestive System,medium
103B,ICD-2 (1911-1920),Other diseases of stomach,digestive,Diseases of the Digestive System,medium
104A,ICD-2 (1911-1920),Infective enteritis,infectious_diseases,Infectious and Parasitic Diseases,medium
104B,ICD-2 (1911-1920),Diarrhoea - not returned as infective - under 2yrs old,infectious_diseases,Infectious and Parasitic Diseases,medium
104C,ICD-2 (1911-1920),Enteritis - not returned as infective - under 2yrs old,infectious_diseases,Infectious and Parasitic Diseases,medium
104D,ICD-2 (1911-1920),Gastro-enteritis - not returned as infective - under 2yrs old,infectious_diseases,Infectious and Parasitic Diseases,medium
104E,ICD-2 (1911-1920),Dyspepsia - under 2yrs old,other,Other and Unclassified,low
104F,ICD-2 (1911-1920),Colic - under 2yrs old,other,Other and Unclassified,low
104G,ICD-2 (1911-1920),Ulceration of intestines - under 2yrs old,digestive,Diseases of the Digestive System,high
104H,ICD-2 (1911-1920),Duodenal ulcer - under 2yrs old,digestive,Diseases of the Digestive System,medium
105A,ICD-2 (1911-1920),Infective enteritis - over 2yrs old,infectious_diseases,Infectious and Parasitic Diseases,medium
105B,ICD-2 (1911-1920),Diarrhoea - not returned as infective - over 2yrs old,infectious_diseases,Infectious and Parasitic Diseases,medium
105C,ICD-2 (1911-1920),Enteritis - not returned as infective - over 2yrs old,infectious_diseases,Infectious and Parasitic Diseases,medium
105D,ICD-2 (1911-1920),Gastro-enteritis - not returned as infective - over 2yrs old,infectious_diseases,Infectious and Parasitic Diseases,medium
105E,ICD-2 (1911-1920),Dyspepsia - under 2yrs old,other,Other and Unclassified,low
105F,ICD-2 (1911-1920),Colic - over 2yrs old,other,Other and Unclassified,low
105G,ICD-2 (1911-1920),Ulceration of intestines - over 2yrs old,digestive,Diseases of the Digestive System,high
105H,ICD-2 (1911-1920),Duodenal ulcer - over 2yrs old,digestive,Diseases of the Digestive System,medium
106,ICD-2 (1911-1920),Ankylostomiasis,digestive,Diseases of the Digestive System,medium
107,ICD-2 (1911-1920),Other intestinal parasites,infectious_diseases,Infectious and Parasitic Diseases,medium
108,ICD-2 (1911-1920),Appendicitis,digestive,Diseases of the Digestive System,medium
109A,ICD-2 (1911-1920),Hernia,digestive,Diseases of the Digestive System,medium
109B,ICD-2 (1911-1920),Intestinal obstruction,digestive,Diseases of the Digestive System,medium
110,ICD-2 (1911-1920),Other diseases of intestines,digestive,Diseases of the Digestive System,medium
111,ICD-2 (1911-1920),Acute yellow atrophy of liver,digestive,Diseases of the Digestive System,medium
112,ICD-2 (1911-1920),Hydatid of liver,digestive,Diseases of the Digestive System,medium
113A,ICD-2 (1911-1920),Cirrhosis of liver (not alcoholic),digestive,Diseases of the Digestive System,high
113B,ICD-2 (1911-1920),Cirrhosis of liver (alcoholic),digestive,Diseases of the Digestive System,high
113C,ICD-2 (1911-1920),"Diseases formerly classed to ""Other diseases of liver & gall bladder""",digestive,Diseases of the Digestive System,medium
114,ICD-2 (1911-1920),Biliary calculi,digestive,Diseases of the Digestive System,medium
115,ICD-2 (1911-1920),Other diseases of liver,digestive,Diseases of the Digestive System,medium
116A,ICD-2 (1911-1920),Infarction of spleen,other,Other and Unclassified,low
116B,ICD-2 (1911-1920),Other diseases of spleen,other,Other and Unclassified,low
117,ICD-2 (1911-1920),Peritonitis (cause unstated),digestive,Diseases of the Digestive System,medium
118A,ICD-2 (1911-1920),"Abdominal abscess, sub phrenic abscess",skin,Diseases of the Skin,medium
118B,ICD-2 (1911-1920),Other diseases of digestive system,digestive,Diseases of the Digestive System,medium
119,ICD-2 (1911-1920),Acute nephritis,genitourinary,Diseases of the Genitourinary System,medium
120A,ICD-2 (1911-1920),Bright's disease (as 1901 list),other,Other and Unclassified,low
120B,ICD-2 (1911-1920),"Nephritis (unqualified), >10yrs & uraemia",genitourinary,Diseases of the Genitourinary System,medium
121,ICD-2 (1911-1920),Chyluria,genitourinary,Diseases of the Genitourinary System,medium
122A,ICD-2 (1911-1920),Abscess of kidney,skin,Diseases of the Skin,medium
122B,ICD-2 (1911-1920),Cystic disease,other,Other and Unclassified,low
122C,ICD-2 (1911-1920),Suppression of urine,other,Other and Unclassified,low
122D,ICD-2 (1911-1920),Other diseases of kidney & annexa,genitourinary,Diseases of the Genitourinary System,medium
123,ICD-2 (1911-1920),Calculi of urinary passages,genitourinary,Diseases of the Genitourinary System,medium
124,ICD-2 (1911-1920),Diseases of bladder,genitourinary,Diseases of the Genitourinary System,medium
125A,ICD-2 (1911-1920),Perineal abscess,skin,Diseases of the Skin,medium
125B,ICD-2 (1911-1920),"Other diseases of urethra, etc.",genitourinary,Diseases of the Genitourinary System,medium
126,ICD-2 (1911-1920),Diseases of prostate,genitourinary,Diseases of the Genitourinary System,medium
127,ICD-2 (1911-1920),Non-veneral diseases of male genital organs,genitourinary,Diseases of the Genitourinary System,medium
128A,ICD-2 (1911-1920),Menorrhagia,other,Other and Unclassified,low
128B,ICD-2 (1911-1920),Other uterine haemorrhage,circulatory,Diseases of the Circulatory System,medium
129,ICD-2 (1911-1920),Uterine tumour (non-cancerous),neoplasms,Neoplasms (Cancers and Tumors),high
130A,ICD-2 (1911-1920),Disorders of menstruation (not menorrhagia),other,Other and Unclassified,low
130B,ICD-2 (1911-1920),Other diseases of uterus,genitourinary,Diseases of the Genitourinary System,medium
131,ICD-2 (1911-1920),"Ovarian cyst, tumour (non-cancerous)",neoplasms,Neoplasms (Cancers and Tumors),high
132A,ICD-2 (1911-1920),Diseases of ovary (ex.ovarian tumour),neoplasms,Neoplasms (Cancers and Tumors),medium
132B,ICD-2 (1911-1920),Other diseases of female genital organs,genitourinary,Diseases of the Genitourinary System,medium
133,ICD-2 (1911-1920),Non-puerperal diseases of breast (non-cancerous),neoplasms,Neoplasms (Cancers and Tumors),medium
134A,ICD-2 (1911-1920),Abortion,pregnancy_childbirth,"Pregnancy, Childbirth and Puerperium",medium
134B,ICD-2 (1911-1920),Haemorrhage of pregnancy,circulatory,Diseases of the Circulatory System,medium
134C,ICD-2 (1911-1920),Uncontrollable vomitting,other,Other and Unclassified,low
134D,ICD-2 (1911-1920),Ectopic gestation,pregnancy_childbirth,"Pregnancy, Childbirth and Puerperium",medium
134E,ICD-2 (1911-1920),Other accidents of pregnancy,pregnancy_childbirth,"Pregnancy, Childbirth and Puerperium",medium
135,ICD-2 (1911-1920),Puerperal haemorrhage,circulatory,Diseases of the Circulatory System,medium
136,ICD-2 (1911-1920),Other accidents of childbirth,pregnancy_childbirth,"Pregnancy, Childbirth and Puerperium",medium
137,ICD-2 (1911-1920),Puerperal fever,infectious_diseases,Infectious and Parasitic Diseases,medium
138A,ICD-2 (1911-1920),Puerperal nephritis and uraemia,genitourinary,Diseases of the Genitourinary System,medium
138B,ICD-2 (1911-1920),Puerperal albuminuria & Bright's disease,pregnancy_childbirth,"Pregnancy, Childbirth and Puerperium",medium
138C,ICD-2 (1911-1920),Puerperal convulsions,nervous_system,Diseases of the Nervous System,medium
139A,ICD-2 (1911-1920),Puerperal phlegmasia alba dolens & phlebitis,circulatory,Diseases of the Circulatory System,medium
139B,ICD-2 (1911-1920),Puerperal embolism & sudden death,circulatory,Diseases of the Circulatory System,medium
140,ICD-2 (1911-1920),Puerperal insanity,mental_behavioral,Mental and Behavioral Disorders,medium
141,ICD-2 (1911-1920),Puerperal diseases of breast,pregnancy_childbirth,"Pregnancy, Childbirth and Puerperium",medium
142A,ICD-2 (1911-1920),Senile gangrene,circulatory,Diseases of the Circulatory System,medium
142B,ICD-2 (1911-1920),"Noma, Gangrene of mouth",circulatory,Diseases of the Circulatory System,medium
142C,ICD-2 (1911-1920),Noma pudendi,other,Other and Unclassified,low
142D,ICD-2 (1911-1920),Other gangrene,circulatory,Diseases of the Circulatory System,medium
143,ICD-2 (1911-1920),"Carbuncle, boil",skin,Diseases of the Skin,medium
144A,ICD-2 (1911-1920),Phlegmon,other,Other and Unclassified,low
144B,ICD-2 (1911-1920),Acute abscess,skin,Diseases of the Skin,medium
145A,ICD-2 (1911-1920),"Ulcer, bedsore",digestive,Diseases of the Digestive System,medium
145B,ICD-2 (1911-1920),Eczema,skin,Diseases of the Skin,medium
145C,ICD-2 (1911-1920),Pemphigus,blood_immune,Blood and Immune System Disorders,medium
145D,ICD-2 (1911-1920),Other diseases of integumentary system,other,Other and Unclassified,low
146,ICD-2 (1911-1920),Diseases of bones,musculoskeletal,Diseases of Musculoskeletal System and Connective Tissue,medium
147,ICD-2 (1911-1920),Diseases of joints,musculoskeletal,Diseases of Musculoskeletal System and Connective Tissue,medium
148,ICD-2 (1911-1920),Amputations,other,Other and Unclassified,low
149,ICD-2 (1911-1920),Other diseases of locomotor system,other,Other and Unclassified,low
150A,ICD-2 (1911-1920),Congenital hydrocephalus,genitourinary,Diseases of the Genitourinary System,medium
150B,ICD-2 (1911-1920),Phimosis,other,Other and Unclassified,low
150C,ICD-2 (1911-1920),Congenital malformation of heart,congenital,Congenital Malformations and Chromosomal Abnormalities,high
150D,ICD-2 (1911-1920),Other congenital malformations,congenital,Congenital Malformations and Chromosomal Abnormalities,high
151A,ICD-2 (1911-1920),Premature birth,perinatal,Conditions Originating in Perinatal Period,medium
151B,ICD-2 (1911-1920),"Infantile atrophy, debility and marasmus",endocrine_metabolic,"Endocrine, Nutritional and Metabolic Diseases",medium
151C,ICD-2 (1911-1920),Icterus neonatorum,pregnancy_childbirth,"Pregnancy, Childbirth and Puerperium",medium
151D,ICD-2 (1911-1920),Sclerema and oedema neonatorum,other,Other and Unclassified,low
151E,ICD-2 (1911-1920),Want of breast milk,other,Other and Unclassified,low
152A,ICD-2 (1911-1920),"Diseases of umbilicus, etc.",other,Other and Unclassified,low
