year,sex,age_group,deaths,population_age_group,mortality_rate_per_100k_age_group_population,mortality_rate_per_100k,denominator_label
1919,Female,75-84,39144,324000,12081.481481481482,12081.481481481482,age group population
1919,Male,75-84,30862,212000,14557.547169811322,14557.547169811322,age group population
1919,Female,85+,12335,48000,25697.916666666664,25697.916666666664,age group population
1919,Male,85+,6942,25000,27768.0,27768.0,age group population
1920,Female,0-4,46344,1603000,2891.0792264504057,2891.0792264504057,age group population
1920,Male,0-4,59394,1639000,3623.7949969493593,3623.7949969493593,age group population
1920,Female,5-14,9515,3624000,262.5551876379691,262.5551876379691,age group population
1920,Male,5-14,9539,3644000,261.7727771679473,261.7727771679473,age group population
1920,Female,15-24,10394,3460000,300.4046242774566,300.4046242774566,age group population
1920,Male,15-24,10674,3028000,352.50990752972257,352.50990752972257,age group population
1920,Female,25-34,12957,3107000,417.02607016414544,417.02607016414544,age group population
1920,Male,25-34,12183,2472000,492.8398058252427,492.8398058252427,age group population
1920,Female,35-44,15329,2852000,537.4824684431977,537.4824684431977,age group population
1920,Male,35-44,17471,2436000,717.200328407225,717.200328407225,age group population
1920,Female,45-54,19987,2233000,895.0738916256157,895.0738916256157,age group population
1920,Male,45-54,24922,2051000,1215.11457825451,1215.11457825451,age group population
1920,Female,55-64,27236,1499000,1816.944629753169,1816.944629753169,age group population
1920,Male,55-64,33330,1357000,2456.153279292557,2456.153279292557,age group population
1920,Female,65-74,38148,901000,4233.962264150944,4233.962264150944,age group population
1920,Male,65-74,39626,713000,5557.643758765778,5557.643758765778,age group population
1920,Female,75-84,35239,335000,10519.10447761194,10519.10447761194,age group population
1920,Male,75-84,27283,218000,12515.137614678897,12515.137614678897,age group population
1920,Female,85+,10679,50000,21358.0,21358.0,age group population
1920,Male,85+,5880,25000,23520.0,23520.0,age group population
1921,Female,0-4,42347,1663000,2546.422128683103,2546.422128683103,age group population
1921,Male,0-4,54294,1704000,3186.267605633803,3186.267605633803,age group population
1921,Female,5-14,8064,3575000,225.56643356643357,225.56643356643357,age group population
1921,Male,5-14,8201,3604000,227.5527192008879,227.5527192008879,age group population
1921,Female,15-24,10296,3478000,296.03220241518113,296.03220241518113,age group population
1921,Male,15-24,10085,3176000,317.53778337531486,317.53778337531486,age group population
1921,Female,25-34,11613,3140000,369.8407643312102,369.8407643312102,age group population
1921,Male,25-34,11024,2621000,420.60282334986647,420.60282334986647,age group population
1921,Female,35-44,14820,2850000,520.0,520.0,age group population
1921,Male,35-44,16306,2496000,653.2852564102564,653.2852564102564,age group population
1921,Female,45-54,20024,2287000,875.5574989068648,875.5574989068648,age group population
1921,Male,45-54,24355,2133000,1141.8190342240975,1141.8190342240975,age group population
1921,Female,55-64,27781,1530000,1815.751633986928,1815.751633986928,age group population
1921,Male,55-64,33746,1383000,2440.057845263919,2440.057845263919,age group population
1921,Female,65-74,39769,913000,4355.8598028477545,4355.8598028477545,age group population
1921,Male,65-74,40726,730000,5578.904109589041,5578.904109589041,age group population
1921,Female,75-84,21381,234000,9137.179487179488,9137.179487179488,age group population
1921,Male,75-84,17663,159000,11108.80503144654,11108.80503144654,age group population
1921,Female,85+,28243,164000,17221.341463414632,17221.341463414632,age group population
1921,Male,85+,17891,92000,19446.73913043478,19446.73913043478,age group population
1922,Female,0-4,41366,1714000,2413.4189031505252,2413.4189031505252,age group population
1922,Male,0-4,52396,1759000,2978.737919272314,2978.737919272314,age group population
1922,Female,5-14,7572,3503000,216.15757921781332,216.15757921781332,age group population
1922,Male,5-14,7653,3538000,216.3086489542114,216.3086489542114,age group population
1922,Female,15-24,10067,3486000,288.78370625358576,288.78370625358576,age group population
1922,Male,15-24,10286,3239000,317.56715035504783,317.56715035504783,age group population
1922,Female,25-34,12163,3161000,384.7832964251819,384.7832964251819,age group population
1922,Male,25-34,11447,2632000,434.91641337386017,434.91641337386017,age group population
1922,Female,35-44,15278,2863000,533.6360461054837,533.6360461054837,age group population
1922,Male,35-44,17234,2497000,690.1882258710452,690.1882258710452,age group population
1922,Female,45-54,21730,2324000,935.0258175559379,935.0258175559379,age group population
1922,Male,45-54,25941,2165000,1198.1986143187066,1198.1986143187066,age group population
1922,Female,55-64,30881,1565000,1973.2268370607028,1973.2268370607028,age group population
1922,Male,55-64,36840,1415000,2603.5335689045937,2603.5335689045937,age group population
1922,Female,65-74,45113,935000,4824.919786096257,4824.919786096257,age group population
1922,Male,65-74,45722,750000,6096.266666666666,6096.266666666666,age group population
1922,Female,75-84,24046,239000,10061.087866108786,10061.087866108786,age group population
1922,Male,75-84,19948,160000,12467.5,12467.5,age group population
1922,Female,85+,31343,166000,18881.32530120482,18881.32530120482,age group population
1922,Male,85+,19754,94000,21014.893617021276,21014.893617021276,age group population
1923,Female,0-4,34568,1786000,1935.498320268757,1935.498320268757,age group population
1923,Male,0-4,44006,1835000,2398.1471389645776,2398.1471389645776,age group population
1923,Female,5-14,6380,3387000,188.36728668438147,188.36728668438147,age group population
1923,Male,5-14,6740,3422000,196.9608416130918,196.9608416130918,age group population
1923,Female,15-24,9528,3506000,271.7626925270964,271.7626925270964,age group population
1923,Male,15-24,9855,3301000,298.54589518327776,298.54589518327776,age group population
1923,Female,25-34,10869,3182000,341.5776241357637,341.5776241357637,age group population
1923,Male,25-34,10456,2634000,396.96279422930905,396.96279422930905,age group population
1923,Female,35-44,13813,2871000,481.12156043190527,481.12156043190527,age group population
1923,Male,35-44,15741,2496000,630.6490384615385,630.6490384615385,age group population
1923,Female,45-54,20217,2369000,853.3980582524272,853.3980582524272,age group population
1923,Male,45-54,24603,2194000,1121.3764813126709,1121.3764813126709,age group population
1923,Female,55-64,29229,1602000,1824.5318352059926,1824.5318352059926,age group population
1923,Male,55-64,35177,1451000,2424.328049620951,2424.328049620951,age group population
1923,Female,65-74,41912,961000,4361.290322580645,4361.290322580645,age group population
1923,Male,65-74,42927,772000,5560.4922279792745,5560.4922279792745,age group population
1923,Female,75-84,21900,247000,8866.396761133603,8866.396761133603,age group population
1923,Male,75-84,18433,164000,11239.634146341463,11239.634146341463,age group population
1923,Female,85+,29511,172000,17157.558139534885,17157.558139534885,age group population
1923,Male,85+,18920,97000,19505.154639175256,19505.154639175256,age group population
1924,Female,0-4,36768,1844000,1993.9262472885032,1993.9262472885032,age group population
1924,Male,0-4,46964,1894000,2479.6198521647307,2479.6198521647307,age group population
1924,Female,5-14,6294,3283000,191.71489491318917,191.71489491318917,age group population
1924,Male,5-14,6630,3325000,199.3984962406015,199.3984962406015,age group population
1924,Female,15-24,9808,3537000,277.297144472717,277.297144472717,age group population
1924,Male,15-24,10218,3401000,300.4410467509556,300.4410467509556,age group population
1924,Female,25-34,11246,3208000,350.5610972568578,350.5610972568578,age group population
1924,Male,25-34,10429,2678000,389.4324122479462,389.4324122479462,age group population
1924,Female,35-44,14388,2881000,499.4099271086429,499.4099271086429,age group population
1924,Male,35-44,16191,2502000,647.1223021582733,647.1223021582733,age group population
1924,Female,45-54,21051,2421000,869.5167286245354,869.5167286245354,age group population
1924,Male,45-54,25750,2229000,1155.226558995065,1155.226558995065,age group population
1924,Female,55-64,31328,1644000,1905.596107055961,1905.596107055961,age group population
1924,Male,55-64,37398,1487000,2514.996637525219,2514.996637525219,age group population
1924,Female,65-74,45671,979000,4665.066394279877,4665.066394279877,age group population
1924,Male,65-74,46957,789000,5951.457541191382,5951.457541191382,age group population
1924,Female,75-84,24080,251000,9593.625498007968,9593.625498007968,age group population
1924,Male,75-84,19624,167000,11750.898203592815,11750.898203592815,age group population
1924,Female,85+,31981,176000,18171.022727272724,18171.022727272724,age group population
1924,Male,85+,20459,99000,20665.656565656565,20665.656565656565,age group population
1925,Female,0-4,36000,1763000,2041.973908111174,2041.973908111174,age group population
1925,Male,0-4,45080,1807000,2494.742667404538,2494.742667404538,age group population
1925,Female,5-14,6612,3307000,199.93952222558212,199.93952222558212,age group population
1925,Male,5-14,6977,3347000,208.45533313414995,208.45533313414995,age group population
1925,Female,15-24,9874,3534000,279.4001131861913,279.4001131861913,age group population
1925,Male,15-24,10137,3415000,296.83748169838947,296.83748169838947,age group population
1925,Female,25-34,11080,3243000,341.658957755165,341.658957755165,age group population
1925,Male,25-34,10377,2713000,382.49170659786216,382.49170659786216,age group population
1925,Female,35-44,13806,2884000,478.7101248266297,478.7101248266297,age group population
1925,Male,35-44,15746,2493000,631.60850381067,631.60850381067,age group population
1925,Female,45-54,21304,2463000,864.9614291514413,864.9614291514413,age group population
1925,Male,45-54,26065,2250000,1158.4444444444443,1158.4444444444443,age group population
1925,Female,55-64,30706,1680000,1827.7380952380952,1827.7380952380952,age group population
1925,Male,55-64,37565,1522000,2468.134034165572,2468.134034165572,age group population
1925,Female,65-74,45239,1001000,4519.3806193806195,4519.3806193806195,age group population
1925,Male,65-74,47531,809000,5875.278121137207,5875.278121137207,age group population
1925,Female,75-84,24133,250000,9653.2,9653.2,age group population
1925,Male,75-84,20276,165000,12288.484848484848,12288.484848484848,age group population
1925,Female,85+,33212,185000,17952.432432432433,17952.432432432433,age group population
1925,Male,85+,21121,104000,20308.653846153844,20308.653846153844,age group population
1926,Female,0-4,31547,1682000,1875.5648038049942,1875.5648038049942,age group population
1926,Male,0-4,40211,1725000,2331.072463768116,2331.072463768116,age group population
1926,Female,5-14,6169,3332000,185.1440576230492,185.1440576230492,age group population
1926,Male,5-14,6762,3380000,200.05917159763314,200.05917159763314,age group population
1926,Female,15-24,9368,3539000,264.7075445040972,264.7075445040972,age group population
1926,Male,15-24,9657,3438000,280.89005235602093,280.89005235602093,age group population
1926,Female,25-34,10709,3236000,330.93325092707045,330.93325092707045,age group population
1926,Male,25-34,9966,2736000,364.2543859649123,364.2543859649123,age group population
1926,Female,35-44,13463,2887000,466.3318323519224,466.3318323519224,age group population
1926,Male,35-44,15048,2487000,605.0663449939686,605.0663449939686,age group population
1926,Female,45-54,20596,2497000,824.829795754906,824.829795754906,age group population
1926,Male,45-54,25033,2270000,1102.7753303964757,1102.7753303964757,age group population
1926,Female,55-64,30444,1728000,1761.8055555555557,1761.8055555555557,age group population
1926,Male,55-64,36906,1565000,2358.2108626198083,2358.2108626198083,age group population
