code,icd_version,harmonized_category,harmonized_category_name,classification_confidence,notes
D613,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of blood/immune/endocrine (D613)
D618,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of blood/immune/endocrine (D618)
D619,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of blood/immune/endocrine (D619)
D643,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of blood/immune/endocrine (D643)
D644,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of blood/immune/endocrine (D644)
D648,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of blood/immune/endocrine (D648)
D649,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of blood/immune/endocrine (D649)
D65,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of blood/immune/endocrine (D65)
D66,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of blood/immune/endocrine (D66)
D67,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of blood/immune/endocrine (D67)
D680,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of blood/immune/endocrine (D680)
D681,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of blood/immune/endocrine (D681)
D682,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of blood/immune/endocrine (D682)
D684,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of blood/immune/endocrine (D684)
D685,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of blood/immune/endocrine (D685)
D686,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of blood/immune/endocrine (D686)
D688,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of blood/immune/endocrine (D688)
D689,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of blood/immune/endocrine (D689)
D70,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of blood/immune/endocrine (D70)
D71,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of blood/immune/endocrine (D71)
D721,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of blood/immune/endocrine (D721)
D728,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of blood/immune/endocrine (D728)
D729,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of blood/immune/endocrine (D729)
D730,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of blood/immune/endocrine (D730)
D731,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of blood/immune/endocrine (D731)
D732,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of blood/immune/endocrine (D732)
D733,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of blood/immune/endocrine (D733)
D734,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of blood/immune/endocrine (D734)
D735,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of blood/immune/endocrine (D735)
D738,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of blood/immune/endocrine (D738)
D739,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of blood/immune/endocrine (D739)
D749,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of blood/immune/endocrine (D749)
D751,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of blood/immune/endocrine (D751)
D752,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of blood/immune/endocrine (D752)
D758,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of blood/immune/endocrine (D758)
D759,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of blood/immune/endocrine (D759)
D760,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of blood/immune/endocrine (D760)
D761,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of blood/immune/endocrine (D761)
D762,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of blood/immune/endocrine (D762)
D763,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of blood/immune/endocrine (D763)
D800,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of blood/immune/endocrine (D800)
D801,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of blood/immune/endocrine (D801)
D802,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of blood/immune/endocrine (D802)
D803,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of blood/immune/endocrine (D803)
D804,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of blood/immune/endocrine (D804)
D806,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of blood/immune/endocrine (D806)
D808,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of blood/immune/endocrine (D808)
D809,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of blood/immune/endocrine (D809)
D811,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of blood/immune/endocrine (D811)
D812,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of blood/immune/endocrine (D812)
D813,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of blood/immune/endocrine (D813)
D815,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of blood/immune/endocrine (D815)
D817,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of blood/immune/endocrine (D817)
D819,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of blood/immune/endocrine (D819)
D820,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of blood/immune/endocrine (D820)
D821,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of blood/immune/endocrine (D821)
D823,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of blood/immune/endocrine (D823)
D824,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of blood/immune/endocrine (D824)
D831,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of blood/immune/endocrine (D831)
D832,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of blood/immune/endocrine (D832)
D838,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of blood/immune/endocrine (D838)
D839,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of blood/immune/endocrine (D839)
D841,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of blood/immune/endocrine (D841)
D848,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of blood/immune/endocrine (D848)
D849,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of blood/immune/endocrine (D849)
D860,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of blood/immune/endocrine (D860)
D868,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of blood/immune/endocrine (D868)
D869,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of blood/immune/endocrine (D869)
D890,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of blood/immune/endocrine (D890)
D891,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of blood/immune/endocrine (D891)
D892,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of blood/immune/endocrine (D892)
D898,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of blood/immune/endocrine (D898)
D899,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of blood/immune/endocrine (D899)
E780,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Disorders of lipoprotein metabolism (E780)
E781,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Disorders of lipoprotein metabolism (E781)
E782,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Disorders of lipoprotein metabolism (E782)
E784,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Disorders of lipoprotein metabolism (E784)
E785,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Disorders of lipoprotein metabolism (E785)
E786,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Disorders of lipoprotein metabolism (E786)
E788,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Disorders of lipoprotein metabolism (E788)
E789,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Disorders of lipoprotein metabolism (E789)

G300,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Alzheimer disease (G300)
G301,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Alzheimer disease (G301)
G308,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Alzheimer disease (G308)
G309,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Alzheimer disease (G309)
G418,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Status epilepticus (G418)
G419,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Status epilepticus (G419)
I00,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of the circulatory system (I00)
I010,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of the circulatory system (I010)
I011,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of the circulatory system (I011)
I012,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of the circulatory system (I012)
I018,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of the circulatory system (I018)
I019,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of the circulatory system (I019)
I029,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of the circulatory system (I029)
I050,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of the circulatory system (I050)
I051,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of the circulatory system (I051)
I052,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of the circulatory system (I052)
I058,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of the circulatory system (I058)
I059,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of the circulatory system (I059)
I060,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of the circulatory system (I060)
I061,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of the circulatory system (I061)
I062,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of the circulatory system (I062)
I068,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of the circulatory system (I068)
I069,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of the circulatory system (I069)
I070,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of the circulatory system (I070)
I071,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of the circulatory system (I071)
I078,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of the circulatory system (I078)
I079,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of the circulatory system (I079)
I080,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of the circulatory system (I080)
I081,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of the circulatory system (I081)
I082,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of the circulatory system (I082)
I083,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of the circulatory system (I083)
I088,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of the circulatory system (I088)
I089,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of the circulatory system (I089)
I090,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of the circulatory system (I090)
I091,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of the circulatory system (I091)
I092,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of the circulatory system (I092)
I098,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of the circulatory system (I098)
I099,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of the circulatory system (I099)
I110,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of the circulatory system (I110)
I119,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of the circulatory system (I119)
I120,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of the circulatory system (I120)
I129,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of the circulatory system (I129)
I130,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of the circulatory system (I130)
I131,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of the circulatory system (I131)
I132,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of the circulatory system (I132)
I139,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of the circulatory system (I139)
I150,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of the circulatory system (I150)
I260,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of the circulatory system (I260)
I269,ICD-10 (2001-),other,Other and Unclassified,override,REVIEW NEEDED - Original: Diseases of the circulatory system (I269)
